"","Cancer","Ductal","Stroma","coordX","coordY"
"6x14",0.292744015610035,0.227695781569393,0.479560202820572,6,14
"3x8",0.380782749428837,0.190529714789448,0.428687535781715,3,8
"16x11",0.425643287803276,0.27993547391682,0.294421238279905,16,11
"2x6",0.307059960415888,0.23207489694585,0.460865142638261,2,6
"3x12",0.452651516520056,0.336576207822611,0.210772275657333,3,12
"16x15",0.257606649559094,0.204466832834275,0.537926517606631,16,15
"5x6",0.367656494419534,0.253331020272617,0.379012485307849,5,6
"9x13",0.145734455842257,0.180433155453159,0.673832388704584,9,13
"15x15",0.0888989864854551,0.166089095023958,0.745011918490587,15,15
"2x13",0.213417649400072,0.152131756664704,0.634450593935224,2,13
"10x10",0.491148986577186,0.267398553794012,0.241452459628802,10,10
"7x4",0.340399282147867,0.181549497963613,0.47805121988852,7,4
"8x16",0.407653282273654,0.235825950630768,0.356520767095577,8,16
"16x16",0.372261063851935,0.200720096114383,0.427018840033681,16,16
"6x6",0.355465259178864,0.308206693450409,0.336328047370727,6,6
"0x10",0.397546034631287,0.29644218998588,0.306011775382833,0,10
"7x12",0.352977205781727,0.249395887034812,0.397626907183461,7,12
"12x7",0.329214893109494,0.29071019974896,0.380074907141546,12,7
"6x18",0.316105310353019,0.181521050730262,0.50237363891672,6,18
"3x14",0.327517844262918,0.253519397745847,0.418962757991234,3,14
"15x11",0.212203337983311,0.155998532505033,0.631798129511656,15,11
"7x3",0.201368938761835,0.211794491249405,0.58683656998876,7,3
"9x16",0.258027018888367,0.273352183783799,0.468620797327834,9,16
"1x10",0.157261119968795,0.120373682824526,0.722365197206679,1,10
"17x5",0.325795217756082,0.276043792645681,0.398160989598237,17,5
"9x6",0.518413531222978,0.255921529389999,0.225664939387023,9,6
"6x7",0.361305512617244,0.236460835283544,0.402233652099212,6,7
"0x0",0.400394629631262,0.355827751961328,0.243777618407411,0,0
"0x1",0.345926000939768,0.234450067200331,0.419623931859901,0,1
"0x2",0.432955505973205,0.331248078945017,0.235796415081778,0,2
"0x3",0.317815853389587,0.267576038425,0.414608108185414,0,3
"0x4",0.400427739773755,0.278681435686704,0.320890824539541,0,4
"0x5",0.489649268408868,0.320872558370808,0.189478173220324,0,5
"0x6",0.433845840099788,0.340624856822709,0.225529303077504,0,6
"0x7",0.402902744643073,0.349418540573201,0.247678714783727,0,7
"0x8",0.413664932612973,0.357481795878409,0.228853271508619,0,8
"0x9",0.48182042623115,0.338626534915121,0.179553038853729,0,9
"0x11",0.463075609664902,0.366136136781109,0.170788253553989,0,11
"0x12",0.50642505315288,0.304254004739201,0.18932094210792,0,12
"0x13",0.48980329226661,0.356056002926202,0.154140704807188,0,13
"0x14",0.480276161049072,0.354849032883722,0.164874806067206,0,14
"0x15",0.430801718978912,0.32360166449452,0.245596616526568,0,15
"0x16",0.428417085746148,0.368669162418359,0.202913751835493,0,16
"0x17",0.404594636320477,0.364423884189756,0.230981479489768,0,17
"0x18",0.326287928997767,0.322838308950247,0.350873762051986,0,18
"0x19",0.392866659842744,0.342720091131388,0.264413249025869,0,19
"0x20",0.354834941165511,0.339593118393108,0.305571940441381,0,20
"0x21",0.409985685643297,0.223529733522038,0.366484580834665,0,21
"0x22",0.315145597686096,0.342309569273631,0.342544833040273,0,22
"0x23",0.297846080636914,0.280306328047126,0.42184759131596,0,23
"0x24",0.338404431238933,0.338411480211924,0.323184088549142,0,24
"0x25",0.350013339569283,0.259048149367979,0.390938511062738,0,25
"0x26",0.387676703789289,0.294671319637978,0.317651976572733,0,26
"0x27",0.358991725685938,0.235243163161705,0.405765111152357,0,27
